owner,old_balance,new_allocation
H9gaS6eMaNVhSn1itXWSLFJrTKqXBSgYvMUXH2X9kyDc,76967849,2579407
BxC8raQxNPLK71X3H9CAPd2xGkM2QVnmN4XrBFjArG5z,64954507,2176806
FoCvnYfoFa6VZSxuUdETyrRryurq7BUjerzSpQ6d1zu7,63810058,2138452
HXL3k9KEkHgBbH1JLdQaoFSBVjc4mkE9Ktx3sCkBQf1u,57991844,1943468
2wzKMoxCTmrhVbfmKzYYzBN1TFMzeSHUXnYvzTcmAPoe,56892209,1906616
GVtZDgCYQ5Rs42K1bFPmkPDKvXndkoWQFNzkMpD2o8fE,51074965,1711664
D7w76GZesKCCACuiUwhm1xveS56sKvyAjQfBYPXRMGwH,47125681,1579312
LTND3BPCTdggGjqYMn9FQGDNUfBP4zvpYn2jJtYe5tA,46596299,1561571
46iEjL4vg4fv2L1A6p6q4HYHC91WY5bWkZURUkkuQKzy,44836850,1502607
8hFDtcgcCAMkBxAkNbt6zix17kd7T189BDLBjixpKczF,39401728,1320461
C6LQBmDnk8NHdiJkmXDjNaHGNnprwkt5XWPWedeFGDdi,32973588,1105036
9u71CreteqvPcrPM3pUuWdVnrfqfTJxoY5xfjMYt6UmQ,30950920,1037251
HZsFcpJfG9cTwVnZFhbM4aSKrpRzruXUQECts24sLN1a,27044589,906339
55VMnNhZVfmsu4R6g2XuXzGezjjTnYczCbSPfgYk9Fhv,26256593,879931
AR7CApNFDic4V13gVAdxLnXVfb26PfmMimTBrAPrJB6K,25119345,841819
CCNgLihiknnYgGvTAB8Ud1SWXkpnKeVhX4Epc6cQK6RN,24539905,822400
5hfGovBoc1BBYrW4XFL3HgKBbrfdHf5svLWxg36w5HUn,23125435,774997
9QK61o4gvmrWZkWKbMyDcMEh7UE1AXmiGTyXuK62X5SL,22623436,758174
FURrDAcbpHQVW3x4wzzNNKaJuQPqYN6aKHzbb211Dnzn,21756293,729114
88QznrvfdvTPom3TnacCETHL7QdqLKUrjoC2vVDCt8SA,20028079,671196
8TqNYbhEWxYiPdkAYM7WxwZJq4heSbk2LoZ2xCteKbyU,19644931,658356
8oQRy7PxAoMrTJwWFX6YBV9eVtggEwVQFFmuD3HXWJtw,19457423,652072
AvPDATZ8KqHFFfP9jsJa53ya5WcFBf21ABsVntdaerpw,17812774,596955
BmZvzt1nENGZTeEyQvB7EH4rDEuErhdvphaM74D6fMJr,17579742,589146
4kWzhsUWTrTpxMWK7wGLeRrepxrDhfcTy2hx1uXKE6AM,16051394,537926
BaxweaTZdcGae3e6GotUBmVpd7ETsCQWJGebG6pbCi8e,14070090,471527
HQTDrdpdRAYXN1gebAgWKJMzVm88cC16xcX1mxzz2MGe,13812238,462886
HqDR35eQo7JpBNEp2y3yoYmBa32dnydb7okFCkj7z1kp,11531176,386441
D14a5g4LRNvUmZ1GE8hwmKTWdYf1ePmewZVd1cHhp51H,11397964,381977
CbeFENFc6kHkSbmdzxfwxLMGR39wZSQfKJXURyAzHwNY,10731870,359654
AiKh8TZZgFiSRFaw8276CpMzA9XFXUxnAJW7DM5Smb5Y,9695934,324937
7jUQAoDfjdqdMVSReQDc3CACWsaEjEuNz7g2VSB6FbHx,9152789,306735
3C7dHgR53bF3P2YSzaDaW57EZfh8CHu7uTen6eEEiuqe,8546180,286406
HJbc1iwGizuMAPg9twfjFAFi8DvJA2L6f8aNSzZfzopC,7736912,259285
DHUF6L6uq8Lrq3Q5fyvWtN8n8rMVEFnq52ZApyUSTpbj,7382768,247417
5vSW27bSxwgrFjP45VdGNVYNnTcGq94aJ8VPBu3Red6k,5537232,185568
4CVx3uREzrPAfmzN8DNYGtL2m8vpuaLJSZWEZcZTi1ZE,5417524,181556
2JvXK5ntD6LFMyr2XurtSi7XhsqrFJWXhRELDk8eQwzo,4946748,165779
Ejxkz5H51pCfy3uS88e7SroTruZsc2eYEikxbdpXEPUn,4219121,141394
FZu5hGtmoXvniKryennVrPfKQFuTmiD5935axjaS7R22,4058158,136000
HytmA8bq72Vvd6yMfcRNisEY3JyXxeTiJrNR5cJUPG9e,3757166,125913
q3Z3ziUps8enWiMkNs7VpXKfUEuanLQkWPmBuFq833N,3291090,110293
FJ4FvQRZXdUAr172F4hJzHb86HRCKrPZFoKPePTNNPYv,2614668,87624
Gjq1LHmmxU6puRWhbvgv9jC2tEuFh1DzUDqifSGchZwB,1966367,65898
CvDhJSfsxafihPxnbdCFAHG2jDg7q7vuYQuUnQxMJ8WN,1000000,33512
ABeL4SzjMGv8AHsZrfEQqvBZNDJmCVQuJBbmSh2HLK9M,984960,33008
91txjtGj53cBXL2i3W4c8ah2BrodujJfihfsYWdjjMmf,912179,30569
Bkj6VUL9WizQ7XYezcgnSUhoPxsh3iBzokzE9EZ46Hr6,849494,28468
FfTzz9A1f3ZEkXqix5CppzjfmETKqLTPmENh4aNKbKVH,779640,26127
BSVaKoKrdAm1wJB9AxqbLqWdqGv3msaGpamE5YCQUu7z,738371,24744
GoJVLRVtgNpUCk9X9xAvz6Pydd8L19a1Umg1FiTYvPcu,533563,17881
2S8ww8oVzFNZJbnj8ammk696nTpjMd92uHPirhgTS1wZ,484941,16251
6dgv123UzU1xphxfTRyJc9EfdJ4vPrFFwwsrZxg39G1e,465909,15613
AJTCAQe8rUXub82c2uVLEdgZ3x8ZoKy4BotA9wJ89ofJ,404076,13541
ECVnbqq7WCvPNphVgZ5nPWW6cNALP6XdzXetuQbmEwZx,303794,10180
ArahnLt2urKnXFPhskgL2SZ7pFqCZwLHYeCSjSBgCoxY,176778,5924
EVyG7dwQUkKqykM8mdksUwgTRX6tjuzjYwpzRcYv3K3P,64917,2175
EWUAmTRfgkxZTYb3uHMAjtFXsio1YG2VFQNvTDK85s5q,64883,2174
D9LHyek7sAR4cRSegM8BTsNa2oiNivnEGMuNySSS4FDQ,53589,1795
GrgDQBKUMT2h2sqSUovn3Rhq7r67H9g94EZxFaEhdaiJ,52066,1744
Haioh6oyGJwMX54RC5yUeJRTAnCeZQjxucNT7cU8YM7n,48141,1613
G3YYNkVYGBfpfqt6NH3tMCW2Zcm6Fz7ePNt1BbZdHjBF,43895,1471
EBfxd3sMxi3tdhGUtMB415ucsiTiY9aWRNXx55XuJA4g,17091,572
BURNNeQ2zERsVhL6GgJR45CvGtwdxHeWBs4B5V4zRFgL,13236,443
ADcZV7JmsyMu57aPG4dJykfmHGChhcE4FLd2RMk31vE8,10723,359
Bvu7QM4Uv8J5aeVGEdxxzz7zo2dj38dP2BUTEe2pkVkU,9932,332
9XXS52itCzCvqkxFMqtTibxSdoUbKbFrN4nSHAUAB554,9893,331
31P9BREzK7TeDta4eCTihX5QqEwSzDUHf1LRuFPuxNs6,9816,328
CsKLrTf3sgvnbyMNwCtjxWaisQ9N2k5onkZVYnef5Yqv,9749,326
5Yiq84gKhSDyVLmp2BoFV565hTC4buPpbzhQQ1SBA3RQ,9608,321
2K8zUaFoFNq7eQSeBb9m1rETtBfGvWmqhuL7XqEqHRxe,9450,316
BEwsjnTuS5wRsaby2jkhN8mgcgSFBwA8x8ouY5crDLnc,9263,310
F3NrFcy2YnqXcd72Gtp1xBTzw5QS2EhHNNno8GdssUQm,9236,309
EvcVkADNGQCYANsc16keSDkY1dQsXnnxPkeZa1XSkq5q,9193,308
84s4NGVZP3ugMdSjP9u6ivNhKb7bfgn75JNWZdrrTNYs,9100,304
G3sxXQvnYfuEa1HSFbqDMTKjPArNKZzWXQ9ecbX79nRg,9002,301
2znitncwb9fMD42FSXgc8EFjWGn2CCFKFPuzdTpfsBsj,8734,292
3FNXLF8hGdriBdV6pAFstkTw6WRvo27nbtwKHBMjAqgC,8519,285
4Z1xDKShAGVsMByXaZGzhSnhu6M7poNBTbgtrwrz6XwH,8434,282
9LvJu472SPDwRLVsDvZmYFpGatrk86uWspkUodPgzj1f,8370,280
EAAdkxrmYm1abjNAXQj97pGNun7NLsBqLbx8VBNJ3cUL,7898,264
Hoxnoi1XMuyNg7fFNuA2efiejZXnWoVuZgTFQpaEcYDx,7787,260
BFhRt5sh3q9vPdmr4uMDHMTUM4NbncmvJxSs13g3jcKP,7667,256
GtU7RGo9aMWnJYu4dMXvSU26xC3mg8vJcfYSGJyPnWW9,7656,256
6gM4S4JZeCa56zRE88WAik7DPBKkdEJxmDASdjctWG9r,7497,251
DvfDvFrui85PyVDQ2awiajeSxxrjA7pAnaRchmUwDeNj,6808,228
72q4e4WiTScQB8qEZq5PXPtGprEscYqfRWtDnucR2B4E,6300,211
6DxD7yAAocPFUJM4Ax3Jv2aeTUxW3SkcMQj9LX8sNX5P,6261,209
9KxsbwUVXkxzdjezgySTs7WNGzbqZVhBv5MwpkVV2Huy,6228,208
5H7QsxiGwSseRt8BQumpa2GdBU8RUs5Aqg92sWAD1HSj,6201,207
F23xjH1QkFu1yqUDTBTDbHk3TWiRESfSdu3k2omRT1Y8,6062,203
4SBCacPmPRadYgpT5LDXHvcEdE3Wcy9wC7MZXsMAu1dz,5908,197
H3HAYCbsYR2jXU9e8nHQmLejgTBrbkkrSF5mgRyoM6GW,5772,193
E2UZoPmX7TqDducnbSsmn6qhvV5phHESCKAQMb1hgvKu,5685,190
Bitb7LSAZmH78mVpYc4qXNMiNYiyiEkRLzQSKyBDinit,5617,188
BM9CcyErJcu2mjrFvUsRRrD3snGeHDDVirJLvL6EjvMN,5611,188
FvMXTV5oroUbbsAPFgz17zXGKWtA3LRUSBjBELg2JNPu,5560,186
5qsKVPZuWwiZyEq912xTeRprNzbq7bRDE28EmncuyKBu,5549,185
Ecn71aMje8KeWAqXD1rRrNnaVQE8CrQ5CRJ2bGxv21X6,5460,182
Hyk1R887KXx6gLzpGPZT6y9EWn1wTpoiuSWxigQz7VBW,5375,180
EM5f4GG5XMxniUnLE2azpQPHioPqAnEr5dWWUVZF9mSz,5064,169
3YVitsbcTbLfiR2iZuMG6fyi11WUFxnHVqZgNRdggsGF,5023,168
DPgMd7n5Hzq9LrHR2A2w4xcKQV1MEXeQ7kqDb3i6WogC,4742,158
6Xh3gJgZRaEexmMVsUUUDuvRrjNToPH1ZoCDK43kJWJi,4641,155
Hc89MX3WGJMbZBGfMiiFD2fqBnmxYWKErxMLRJ2eJxtp,4260,142
2UYXztoHdNwJ1JCgXLeGakATNf6HpNV2PyyTDZRSYANv,4176,139
FR73v3YFoi29PVoEjJrq5tuTVvA57KW4E9wysiGLCoDM,4031,135
Ef5vezTqATfC4R7qMmCB4tieTQUHUWpMa7q3RKJVhkzZ,4029,135
7kkZtzU1fnvuAQnt7JiZEr3gTKCRpCR5uXAY9pdvnGPc,3935,131
7JPWHguLbmaycdT26irmBKQmNWNf81nsxPKcbFMj7fgr,3827,128
7xwknHNyUqcSNSQ66dbDKANH7uidYuFYHsd9CZZ19ht2,3728,124
GqHfDSh1RC8yZLAx7B75SNC4Y898TdUPGYo6SCv3RufA,3672,123
32oR9XFMvzXbvPG9gyCukpSLQSm9TNXTrBEMX63YGmEW,3504,117
8i35YBPvyaViPkdhnB1z4ZNgP5ohNAB86r9J8v281s1R,3339,111
HkE5V3oRJKH8pMwSdCboNq39d69fKkMV7teEXcqZcYJc,3265,109
EF4zHErxVbJjXAoqWUAdriVEdL8RovzZVznsJoajkBg4,3154,105
GRAyZfUQEwMww6hZGUwkVTwemwhVcYH5Y5kSsaAMt7EE,3045,102
4PTtd1dPbH5i5Ltg92krrSSAhvGv87Zj2frPDLWqtdtj,2951,98
8M5gHzwEFX19ukfiv6pmzAaDYEu5ZEs418RTsiw1HAfS,2854,95
5F3byvEBhUxwR5xzPZKze1LYFLr1Z7d21UY9fGKSMGpW,2832,94
ErfYRQqqrUuWHgxZH1xwYieAjENuWM7qca6NnFXKYMJ8,2538,85
CKo38CKRXMZ3et3AuGiNbDJHnGoiZWPBqZnDtByHNBVT,2418,81
HzAe8YtMVpwpZjy3H7gaKfW4XKYGzwkLboCpAYJaJyQd,2354,78
AoY3WsAU6B5HHi9L1MPGZSucBDwj2F9uEnVwW7jadV88,2325,77
HBtZwQdcAiR3JnArXZWUdCbD1uP71B9CT5iwBC1NGbPw,2264,75
CoN2qn31x8DnhpG2hLPetDCZo6TTn9VJ3HeTAFsajtbY,2153,72
FfUCzaBfWziwZgRxfNREU8LZ8fn9nRDzb3hy9U3SGuZT,2044,68
4dPAKaTenjxP1XqGHJbcicrWQPpMwyPBu11uwjVP5DrB,1777,59
JAei7tvop3VBxQrVunRHWdGbSq3Uw5cA5eNfUL2pbiS6,1307,43
J564UymRvNfncNN79GSwoJRQ41CnoZVReaz56UZN6vPm,1136,38
8M5c7hdrS4eJwGQfrypXY3ezR3sLkZJwz9F1tmTE9WQQ,1027,34
CPbQsG8wKid3HjUMNpWpfiFWNRhbF2cEGBHYze3DXBqx,928,31
6wjikWYJWEjCXfH4ibekLS2ky4rDPEFAQnAVAsgLdNMP,857,28
B2jJazrPVCHckTgePAbMdTgTfoTyfjR9W6LpQD6ZHYqm,809,27
J5SScsgudC5HUTBEKRmhku8zESumY3rARFocHeXMh9Ds,661,22
3M5ATErcisNTWNUVEDt1hRRWKXAnunwX7h6QbtL5LZDQ,615,20
C6LbjRF5NZVCzEg71iHmxvPvweWNx1yybqaKMN6wyQ6m,428,14
9JW22yvrc25jpJLV23mAQiFK7xJ6Sh3me2wbFjHdkAo1,418,14
JAMDxLCKc5nGadS76JFWVVNd3Xu8gB7kjixuUuk7oP7j,393,13
Fi1kuHutcPXADJ1sGGBS5g1piBz1XQ46GMmgxPxSp5Z3,372,12
7PTYe9JusGok6QANs3tWyYuMZdniVBsuVs9FXEjBDcSp,162,5
3FYABPsM3ny3jgv7B8BtoXnDCNEJZiUEjZEkHfLwhbB8,78,2
DzCAHJdQoSNAEun6P2z3Kvp7xZJVMJhBXGgmban1X54v,72,2
CXQY24xvY67GHtqFzs78pYiu4USJdYYniei2Bxm7NYN,64,2
